#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq
NW_003574432.1,1,12567,0,0,0,0,0,0
NW_003574433.1,1,12561,0,0,0,0,0,0
NW_003574434.1,1,12545,0,0,0,0,0,0
NW_003574435.1,1,13137,0,0,0,0,0,0
NW_003574436.1,1,12526,0,0,0,0,0,0
NW_003574437.1,1,12473,0,0,0,0,0,0
NW_003574438.1,1,12432,0,0,0,0,0,0
NW_003574439.1,1,12407,0,0,0,0,0,0
NW_003574440.1,1,12370,0,0,0,0,0,0
NW_003574441.1,1,12317,0,0,0,0,0,0
NW_003574442.1,1,12253,0,0,0,0,0,0
NW_003574443.1,1,12231,0,0,0,0,0,0
NW_003574444.1,1,12211,0,0,0,0,0,0
NW_003574445.1,1,12840,0,0,0,0,0,0
NW_003574446.1,1,12170,0,0,0,0,0,0
NW_003574447.1,1,12139,0,0,0,0,0,0
NW_003574448.1,1,12102,0,0,0,0,0,0
NW_003574449.1,1,12095,0,0,0,0,0,0
NW_003574450.1,1,12095,0,0,0,0,0,0
NW_003574451.1,1,12088,0,0,0,0,0,0
NW_003574452.1,1,12085,0,0,0,0,0,0
NW_003574453.1,1,12079,0,0,0,0,0,0
NW_003574454.1,1,12067,0,0,0,0,0,0
NW_003574455.1,1,12054,0,0,0,0,0,0
NW_003574456.1,1,12036,0,0,0,0,0,0
NW_003574457.1,1,12026,0,0,0,0,0,0
NW_003574458.1,1,12025,0,0,0,0,0,0
NW_003574459.1,1,12017,0,0,0,0,0,0
NW_003574460.1,1,11999,0,0,0,0,0,0
NW_003574461.1,1,11994,0,0,0,0,0,0
NW_003574462.1,1,11936,0,0,0,0,0,0
NW_003574463.1,1,11935,0,0,0,0,0,0
NW_003574464.1,1,11934,0,0,0,0,0,0
NW_003574465.1,1,11840,0,0,0,0,0,0
NW_003574466.1,1,11830,0,0,0,0,0,0
NW_003574467.1,1,11801,0,0,0,0,0,0
NW_003574468.1,1,11745,0,0,0,0,0,0
NW_003574469.1,1,11727,0,0,0,0,0,0
NW_003574470.1,1,11716,0,0,0,0,0,0
NW_003574471.1,1,11696,0,0,0,0,0,0
NW_003574472.1,1,11695,0,0,0,0,0,0
NW_003574473.1,1,11693,0,0,0,0,0,0
NW_003574474.1,1,13405,0,0,0,0,0,0
NW_003574475.1,1,11652,0,0,0,0,0,0
NW_003574476.1,1,11638,0,0,0,0,0,0
NW_003574477.1,1,11602,0,0,0,0,0,0
NW_003574478.1,1,11595,0,0,0,0,0,0
NW_003574479.1,1,11595,0,0,0,0,0,0
NW_003574480.1,1,11975,0,0,0,0,0,0
NW_003574481.1,1,11579,0,0,0,0,0,0
NW_003574482.1,1,11569,0,0,0,0,0,0
NW_003574483.1,1,11661,0,0,0,0,0,0
NW_003574484.1,1,11523,0,0,0,0,0,0
NW_003574485.1,1,11500,0,0,0,0,0,0
NW_003574486.1,1,11491,0,0,0,0,0,0
NW_003574487.1,1,11485,0,0,0,0,0,0
NW_003574488.1,1,11456,0,0,0,0,0,0
NW_003574489.1,1,11440,0,0,0,0,0,0
NW_003574490.1,1,11430,0,0,0,0,0,0
NW_003574491.1,1,11409,0,0,0,0,0,0
NW_003574492.1,1,11405,0,0,0,0,0,0
NW_003574493.1,1,11393,0,0,0,0,0,0
NW_003574494.1,1,11338,0,0,0,0,0,0
NW_003574495.1,1,11318,0,0,0,0,0,0
NW_003574497.1,1,11409,0,0,0,0,0,0
NW_003574498.1,1,11306,0,0,0,0,0,0
NW_003574499.1,1,11306,0,0,0,0,0,0
NW_003574500.1,1,11266,0,0,0,0,0,0
NW_003574501.1,1,11240,0,0,0,0,0,0
NW_003574502.1,1,11190,0,0,0,0,0,0
NW_003574503.1,1,11186,0,0,0,0,0,0
NW_003574504.1,1,11168,0,0,0,0,0,0
NW_003574505.1,1,11166,0,0,0,0,0,0
NW_003574506.1,1,11162,0,0,0,0,0,0
NW_003574507.1,1,11161,0,0,0,0,0,0
NW_003574508.1,1,11154,0,0,0,0,0,0
NW_003574509.1,1,11150,0,0,0,0,0,0
NW_003574510.1,1,11149,0,0,0,0,0,0
NW_003574511.1,1,11091,0,0,0,0,0,0
NW_003574512.1,1,11074,0,0,0,0,0,0
NW_003574513.1,1,11062,0,0,0,0,0,0
NW_003574514.1,1,11061,0,0,0,0,0,0
NW_003574515.1,1,11041,0,0,0,0,0,0
NW_003574516.1,1,11026,0,0,0,0,0,0
NW_003574517.1,1,11010,0,0,0,0,0,0
NW_003574518.1,1,10957,0,0,0,0,0,0
NW_003574519.1,1,10946,0,0,0,0,0,0
NW_003574520.1,1,10904,0,0,0,0,0,0
NW_003574521.1,1,10879,0,0,0,0,0,0
NW_003574522.1,1,10872,0,0,0,0,0,0
NW_003574523.1,1,10871,0,0,0,0,0,0
NW_003574524.1,1,11829,0,0,0,0,0,0
NW_003574525.1,1,10821,0,0,0,0,0,0
NW_003574526.1,1,10809,0,0,0,0,0,0
NW_003574527.1,1,10809,0,0,0,0,0,0
NW_003574528.1,1,10802,0,0,0,0,0,0
NW_003574529.1,1,10783,0,0,0,0,0,0
NW_003574530.1,1,10778,0,0,0,0,0,0
NW_003574531.1,1,10771,0,0,0,0,0,0
NW_003574532.1,1,10768,0,0,0,0,0,0
NW_003574533.1,1,10754,0,0,0,0,0,0
NW_003574534.1,1,10737,0,0,0,0,0,0
NW_003574535.1,1,10727,0,0,0,0,0,0
NW_003574536.1,1,10710,0,0,0,0,0,0
NW_003574537.1,1,10710,0,0,0,0,0,0
NW_003574538.1,1,10690,0,0,0,0,0,0
NW_003574539.1,1,10681,0,0,0,0,0,0
NW_003574540.1,1,10681,0,0,0,0,0,0
NW_003574541.1,1,10670,0,0,0,0,0,0
NW_003574542.1,1,10667,0,0,0,0,0,0
NW_003574543.1,1,10646,0,0,0,0,0,0
NW_003574544.1,1,10645,0,0,0,0,0,0
NW_003574545.1,1,10640,0,0,0,0,0,0
NW_003574546.1,1,10635,0,0,0,0,0,0
NW_003574547.1,1,10620,0,0,0,0,0,0
NW_003574548.1,1,10606,0,0,0,0,0,0
NW_003574549.1,1,10600,0,0,0,0,0,0
NW_003574550.1,1,10597,0,0,0,0,0,0
NW_003574551.1,1,10588,0,0,0,0,0,0
NW_003574552.1,1,10573,0,0,0,0,0,0
NW_003574553.1,1,10571,0,0,0,0,0,0
NW_003574554.1,1,10567,0,0,0,0,0,0
NW_003574555.1,1,10551,0,0,0,0,0,0
NW_003574556.1,1,10544,0,0,0,0,0,0
NW_003574557.1,1,10518,0,0,0,0,0,0
NW_003574558.1,1,10484,0,0,0,0,0,0
NW_003574559.1,1,10479,0,0,0,0,0,0
NW_003574560.1,1,10473,0,0,0,0,0,0
NW_003574561.1,1,10436,0,0,0,0,0,0
NW_003574562.1,1,10434,0,0,0,0,0,0
NW_003574563.1,1,10433,0,0,0,0,0,0
NW_003574564.1,1,10410,0,0,0,0,0,0
NW_003574565.1,1,10388,0,0,0,0,0,0
NW_003574566.1,1,12459,0,0,0,0,0,0
NW_003574567.1,1,10379,0,0,0,0,0,0
NW_003574568.1,1,10356,0,0,0,0,0,0
NW_003574569.1,1,10326,0,0,0,0,0,0
NW_003574570.1,1,10290,0,0,0,0,0,0
NW_003574571.1,1,11556,0,0,0,0,0,0
NW_003574572.1,1,10278,0,0,0,0,0,0
NW_003574573.1,1,10454,0,0,0,0,0,0
NW_003574574.1,1,10229,0,0,0,0,0,0
NW_003574575.1,1,12699,0,0,0,0,0,0
NW_003574576.1,1,10204,0,0,0,0,0,0
NW_003574577.1,1,10198,0,0,0,0,0,0
NW_003574578.1,1,10177,0,0,0,0,0,0
NW_003574579.1,1,10169,0,0,0,0,0,0
NW_003574580.1,1,10169,0,0,0,0,0,0
NW_003574581.1,1,10140,0,0,0,0,0,0
NW_003574582.1,1,10134,0,0,0,0,0,0
NW_003574584.1,1,10125,0,0,0,0,0,0
NW_003574585.1,1,10123,0,0,0,0,0,0
NW_003574586.1,1,10119,0,0,0,0,0,0
NW_003574587.1,1,10117,0,0,0,0,0,0
NW_003574588.1,1,10092,0,0,0,0,0,0
NW_003574589.1,1,10084,0,0,0,0,0,0
NW_003574590.1,1,10084,0,0,0,0,0,0
NW_003574591.1,1,10082,0,0,0,0,0,0
NW_003574592.1,1,10077,0,0,0,0,0,0
NW_003574593.1,1,10070,0,0,0,0,0,0
NW_003574594.1,1,10046,0,0,0,0,0,0
NW_003574595.1,1,10046,0,0,0,0,0,0
NW_003574596.1,1,10040,0,0,0,0,0,0
NW_003574597.1,1,10022,0,0,0,0,0,0
NW_003574598.1,1,10015,0,0,0,0,0,0
NW_003574599.1,1,10594,0,0,0,0,0,0
NW_003574600.1,1,9985,0,0,0,0,0,0
NW_003574601.1,1,9973,0,0,0,0,0,0
NW_003574602.1,1,9972,0,0,0,0,0,0
NW_003574603.1,1,9958,0,0,0,0,0,0
NW_003574604.1,1,10370,0,0,0,0,0,0
NW_003574605.1,1,9907,0,0,0,0,0,0
NW_003574606.1,1,9902,0,0,0,0,0,0
NW_003574607.1,1,9894,0,0,0,0,0,0
NW_003574608.1,1,9877,0,0,0,0,0,0
NW_003574609.1,1,9867,0,0,0,0,0,0
NW_003574610.1,1,9850,0,0,0,0,0,0
NW_003574611.1,1,9849,0,0,0,0,0,0
NW_003574612.1,1,9847,0,0,0,0,0,0
NW_003574613.1,1,9834,0,0,0,0,0,0
NW_003574614.1,1,9827,0,0,0,0,0,0
NW_003574615.1,1,9826,0,0,0,0,0,0
NW_003574616.1,1,9816,0,0,0,0,0,0
NW_003574617.1,1,9785,0,0,0,0,0,0
NW_003574618.1,1,9782,0,0,0,0,0,0
NW_003574619.1,1,9761,0,0,0,0,0,0
NW_003574620.1,1,9750,0,0,0,0,0,0
NW_003574621.1,1,9742,0,0,0,0,0,0
NW_003574622.1,1,9736,0,0,0,0,0,0
NW_003574623.1,1,9733,0,0,0,0,0,0
NW_003574624.1,1,9731,0,0,0,0,0,0
NW_003574625.1,1,9714,0,0,0,0,0,0
NW_003574626.1,1,9714,0,0,0,0,0,0
NW_003574627.1,1,9680,0,0,0,0,0,0
NW_003574628.1,1,9675,0,0,0,0,0,0
NW_003574629.1,1,9674,0,0,0,0,0,0
NW_003574630.1,1,9662,0,0,0,0,0,0
NW_003574631.1,1,9632,0,0,0,0,0,0
NW_003574632.1,1,9632,0,0,0,0,0,0
NW_003574633.1,1,9626,0,0,0,0,0,0
NW_003574634.1,1,9614,0,0,0,0,0,0
NW_003574635.1,1,9607,0,0,0,0,0,0
NW_003574636.1,1,9585,0,0,0,0,0,0
NW_003574637.1,1,9581,0,0,0,0,0,0
NW_003574638.1,1,9575,0,0,0,0,0,0
NW_003574639.1,1,9571,0,0,0,0,0,0
NW_003574640.1,1,9538,0,0,0,0,0,0
NW_003574641.1,1,9531,0,0,0,0,0,0
NW_003574642.1,1,9531,0,0,0,0,0,0
NW_003574643.1,1,9506,0,0,0,0,0,0
NW_003574644.1,1,9491,0,0,0,0,0,0
NW_003574645.1,1,9491,0,0,0,0,0,0
NW_003574646.1,1,9483,0,0,0,0,0,0
NW_003574647.1,1,9483,0,0,0,0,0,0
NW_003574648.1,1,9481,0,0,0,0,0,0
NW_003574649.1,1,9474,0,0,0,0,0,0
NW_003574650.1,1,9466,0,0,0,0,0,0
NW_003574651.1,1,9459,0,0,0,0,0,0
NW_003574652.1,1,9456,0,0,0,0,0,0
NW_003574653.1,1,9456,0,0,0,0,0,0
NW_003574654.1,1,9447,0,0,0,0,0,0
NW_003574655.1,1,9429,0,0,0,0,0,0
NW_003574656.1,1,9426,0,0,0,0,0,0
NW_003574657.1,1,9403,0,0,0,0,0,0
NW_003574658.1,1,9398,0,0,0,0,0,0
NW_003574659.1,1,9392,0,0,0,0,0,0
NW_003574660.1,1,9388,0,0,0,0,0,0
NW_003574661.1,1,9383,0,0,0,0,0,0
NW_003574662.1,1,9383,0,0,0,0,0,0
NW_003574663.1,1,9379,0,0,0,0,0,0
NW_003574664.1,1,9371,0,0,0,0,0,0
NW_003574665.1,1,9371,0,0,0,0,0,0
NW_003574666.1,1,9368,0,0,0,0,0,0
NW_003574667.1,1,9365,0,0,0,0,0,0
NW_003574668.1,1,9363,0,0,0,0,0,0
NW_003574669.1,1,9357,0,0,0,0,0,0
NW_003574670.1,1,9355,0,0,0,0,0,0
NW_003574671.1,1,9355,0,0,0,0,0,0
NW_003574672.1,1,9353,0,0,0,0,0,0
NW_003574673.1,1,9343,0,0,0,0,0,0
NW_003574674.1,1,9343,0,0,0,0,0,0
NW_003574675.1,1,10664,0,0,0,0,0,0
NW_003574676.1,1,9337,0,0,0,0,0,0
NW_003574677.1,1,9334,0,0,0,0,0,0
NW_003574678.1,1,9331,0,0,0,0,0,0
NW_003574679.1,1,9330,0,0,0,0,0,0
NW_003574680.1,1,9318,0,0,0,0,0,0
NW_003574681.1,1,9312,0,0,0,0,0,0
NW_003574682.1,1,9306,0,0,0,0,0,0
NW_003574683.1,1,9306,0,0,0,0,0,0
NW_003574684.1,1,9305,0,0,0,0,0,0
NW_003574685.1,1,9297,0,0,0,0,0,0
NW_003574686.1,1,9295,0,0,0,0,0,0
NW_003574687.1,1,9279,0,0,0,0,0,0
NW_003574688.1,1,9278,0,0,0,0,0,0
NW_003574689.1,1,9275,0,0,0,0,0,0
NW_003574690.1,1,9274,0,0,0,0,0,0
NW_003574691.1,1,9272,0,0,0,0,0,0
NW_003574692.1,1,9270,0,0,0,0,0,0
NW_003574693.1,1,9255,0,0,0,0,0,0
NW_003574694.1,1,9248,0,0,0,0,0,0
NW_003574695.1,1,9247,0,0,0,0,0,0
NW_003574696.1,1,9229,0,0,0,0,0,0
NW_003574697.1,1,9224,0,0,0,0,0,0
NW_003574698.1,1,9217,0,0,0,0,0,0
NW_003574699.1,1,9196,0,0,0,0,0,0
NW_003574700.1,1,9195,0,0,0,0,0,0
NW_003574701.1,1,9195,0,0,0,0,0,0
NW_003574702.1,1,9184,0,0,0,0,0,0
NW_003574703.1,1,9178,0,0,0,0,0,0
NW_003574704.1,1,10536,0,0,0,0,0,0
NW_003574705.1,1,9159,0,0,0,0,0,0
NW_003574706.1,1,9150,0,0,0,0,0,0
NW_003574707.1,1,9146,0,0,0,0,0,0
NW_003574708.1,1,10824,0,0,0,0,0,0
NW_003574709.1,1,9102,0,0,0,0,0,0
NW_003574710.1,1,9101,0,0,0,0,0,0
NW_003574711.1,1,9101,0,0,0,0,0,0
NW_003574712.1,1,9097,0,0,0,0,0,0
NW_003574713.1,1,9083,0,0,0,0,0,0
NW_003574714.1,1,9082,0,0,0,0,0,0
NW_003574715.1,1,9074,0,0,0,0,0,0
NW_003574716.1,1,9073,0,0,0,0,0,0
NW_003574717.1,1,9067,0,0,0,0,0,0
NW_003574718.1,1,9063,0,0,0,0,0,0
NW_003574719.1,1,9051,0,0,0,0,0,0
NW_003574720.1,1,10839,0,0,0,0,0,0
NW_003574721.1,1,9028,0,0,0,0,0,0
NW_003574722.1,1,12558,0,0,0,0,0,0
NW_003574723.1,1,9011,0,0,0,0,0,0
NW_003574724.1,1,9003,0,0,0,0,0,0
NW_003574725.1,1,8999,0,0,0,0,0,0
NW_003574726.1,1,8997,0,0,0,0,0,0
NW_003574727.1,1,8992,0,0,0,0,0,0
NW_003574728.1,1,8972,0,0,0,0,0,0
NW_003574729.1,1,8960,0,0,0,0,0,0
NW_003574730.1,1,8959,0,0,0,0,0,0
NW_003574731.1,1,8953,0,0,0,0,0,0
NW_003574732.1,1,8951,0,0,0,0,0,0
NW_003574733.1,1,8951,0,0,0,0,0,0
NW_003574734.1,1,8948,0,0,0,0,0,0
NW_003574735.1,1,9680,0,0,0,0,0,0
NW_003574736.1,1,8894,0,0,0,0,0,0
NW_003574737.1,1,8892,0,0,0,0,0,0
NW_003574738.1,1,8856,0,0,0,0,0,0
NW_003574739.1,1,8810,0,0,0,0,0,0
NW_003574740.1,1,8797,0,0,0,0,0,0
NW_003574741.1,1,8797,0,0,0,0,0,0
NW_003574742.1,1,8789,0,0,0,0,0,0
NW_003574743.1,1,8785,0,0,0,0,0,0
NW_003574744.1,1,8782,0,0,0,0,0,0
NW_003574745.1,1,8779,0,0,0,0,0,0
NW_003574746.1,1,8758,0,0,0,0,0,0
NW_003574747.1,1,8749,0,0,0,0,0,0
NW_003574748.1,1,8729,0,0,0,0,0,0
NW_003574749.1,1,8724,0,0,0,0,0,0
NW_003574750.1,1,8702,0,0,0,0,0,0
NW_003574751.1,1,8699,0,0,0,0,0,0
NW_003574752.1,1,8693,0,0,0,0,0,0
NW_003574753.1,1,8682,0,0,0,0,0,0
NW_003574754.1,1,8682,0,0,0,0,0,0
NW_003574755.1,1,8676,0,0,0,0,0,0
NW_003574756.1,1,8672,0,0,0,0,0,0
NW_003574757.1,1,9638,0,0,0,0,0,0
NW_003574758.1,1,8654,0,0,0,0,0,0
NW_003574759.1,1,8644,0,0,0,0,0,0
NW_003574760.1,1,8642,0,0,0,0,0,0
NW_003574761.1,1,8641,0,0,0,0,0,0
NW_003574762.1,1,8639,0,0,0,0,0,0
NW_003574763.1,1,8634,0,0,0,0,0,0
NW_003574764.1,1,8631,0,0,0,0,0,0
NW_003574765.1,1,8626,0,0,0,0,0,0
NW_003574766.1,1,8626,0,0,0,0,0,0
NW_003574767.1,1,8625,0,0,0,0,0,0
NW_003574768.1,1,8624,0,0,0,0,0,0
NW_003574769.1,1,8604,0,0,0,0,0,0
NW_003574770.1,1,8601,0,0,0,0,0,0
NW_003574771.1,1,8596,0,0,0,0,0,0
NW_003574772.1,1,8582,0,0,0,0,0,0
NW_003574773.1,1,8578,0,0,0,0,0,0
NW_003574774.1,1,8573,0,0,0,0,0,0
NW_003574775.1,1,8571,0,0,0,0,0,0
NW_003574776.1,1,8563,0,0,0,0,0,0
NW_003574777.1,1,8555,0,0,0,0,0,0
NW_003574778.1,1,8554,0,0,0,0,0,0
NW_003574779.1,1,8554,0,0,0,0,0,0
NW_003574780.1,1,8514,0,0,0,0,0,0
NW_003574781.1,1,8508,0,0,0,0,0,0
NW_003574782.1,1,8505,0,0,0,0,0,0
NW_003574783.1,1,8494,0,0,0,0,0,0
NW_003574784.1,1,8491,0,0,0,0,0,0
NW_003574785.1,1,8488,0,0,0,0,0,0
NW_003574786.1,1,8485,0,0,0,0,0,0
NW_003574787.1,1,8478,0,0,0,0,0,0
NW_003574788.1,1,8470,0,0,0,0,0,0
NW_003574789.1,1,8464,0,0,0,0,0,0
NW_003574790.1,1,8464,0,0,0,0,0,0
NW_003574791.1,1,8458,0,0,0,0,0,0
NW_003574792.1,1,8455,0,0,0,0,0,0
NW_003574793.1,1,8455,0,0,0,0,0,0
NW_003574794.1,1,8454,0,0,0,0,0,0
NW_003574795.1,1,8677,0,0,0,0,0,0
NW_003574796.1,1,8439,0,0,0,0,0,0
NW_003574797.1,1,8434,0,0,0,0,0,0
NW_003574798.1,1,8434,0,0,0,0,0,0
NW_003574799.1,1,8430,0,0,0,0,0,0
NW_003574800.1,1,8427,0,0,0,0,0,0
NW_003574801.1,1,8427,0,0,0,0,0,0
NW_003574802.1,1,8417,0,0,0,0,0,0
NW_003574803.1,1,8412,0,0,0,0,0,0
NW_003574804.1,1,8401,0,0,0,0,0,0
NW_003574805.1,1,8394,0,0,0,0,0,0
NW_003574806.1,1,8394,0,0,0,0,0,0
NW_003574807.1,1,8393,0,0,0,0,0,0
NW_003574808.1,1,8390,0,0,0,0,0,0
NW_003574809.1,1,8385,0,0,0,0,0,0
NW_003574810.1,1,8382,0,0,0,0,0,0
NW_003574811.1,1,8365,0,0,0,0,0,0
NW_003574812.1,1,8359,0,0,0,0,0,0
NW_003574813.1,1,8351,0,0,0,0,0,0
NW_003574814.1,1,8349,0,0,0,0,0,0
NW_003574815.1,1,8317,0,0,0,0,0,0
NW_003574816.1,1,8316,0,0,0,0,0,0
NW_003574817.1,1,8308,0,0,0,0,0,0
NW_003574818.1,1,8287,0,0,0,0,0,0
NW_003574819.1,1,8283,0,0,0,0,0,0
NW_003574820.1,1,8282,0,0,0,0,0,0
NW_003574821.1,1,8277,0,0,0,0,0,0
NW_003574822.1,1,8277,0,0,0,0,0,0
NW_003574823.1,1,8274,0,0,0,0,0,0
NW_003574824.1,1,8262,0,0,0,0,0,0
NW_003574825.1,1,8253,0,0,0,0,0,0
NW_003574826.1,1,8246,0,0,0,0,0,0
NW_003574828.1,1,8225,0,0,0,0,0,0
NW_003574829.1,1,8223,0,0,0,0,0,0
NW_003574830.1,1,8222,0,0,0,0,0,0
NW_003574831.1,1,8199,0,0,0,0,0,0
NW_003574832.1,1,8195,0,0,0,0,0,0
NW_003574833.1,1,8192,0,0,0,0,0,0
NW_003574834.1,1,8181,0,0,0,0,0,0
NW_003574835.1,1,8180,0,0,0,0,0,0
NW_003574836.1,1,8178,0,0,0,0,0,0
NW_003574837.1,1,8174,0,0,0,0,0,0
NW_003574838.1,1,8173,0,0,0,0,0,0
NW_003574839.1,1,8166,0,0,0,0,0,0
NW_003574840.1,1,9431,0,0,0,0,0,0
NW_003574841.1,1,8148,0,0,0,0,0,0
NW_003574842.1,1,8142,0,0,0,0,0,0
NW_003574843.1,1,8142,0,0,0,0,0,0
NW_003574844.1,1,8140,0,0,0,0,0,0
NW_003574845.1,1,8126,0,0,0,0,0,0
NW_003574846.1,1,8121,0,0,0,0,0,0
NW_003574847.1,1,8117,0,0,0,0,0,0
NW_003574848.1,1,8104,0,0,0,0,0,0
NW_003574849.1,1,8102,0,0,0,0,0,0
NW_003574850.1,1,8102,0,0,0,0,0,0
NW_003574851.1,1,8440,0,0,0,0,0,0
NW_003574852.1,1,8086,0,0,0,0,0,0
NW_003574853.1,1,8082,0,0,0,0,0,0
NW_003574854.1,1,8065,0,0,0,0,0,0
NW_003574855.1,1,8049,0,0,0,0,0,0
NW_003574856.1,1,8043,0,0,0,0,0,0
NW_003574857.1,1,8041,0,0,0,0,0,0
NW_003574858.1,1,8033,0,0,0,0,0,0
NW_003574859.1,1,8031,0,0,0,0,0,0
NW_003574860.1,1,8017,0,0,0,0,0,0
NW_003574861.1,1,8010,0,0,0,0,0,0
NW_003574862.1,1,8010,0,0,0,0,0,0
NW_003574863.1,1,8227,0,0,0,0,0,0
NW_003574864.1,1,7995,0,0,0,0,0,0
NW_003574865.1,1,7990,0,0,0,0,0,0
NW_003574866.1,1,7979,0,0,0,0,0,0
NW_003574867.1,1,7979,0,0,0,0,0,0
NW_003574868.1,1,7977,0,0,0,0,0,0
NW_003574869.1,1,7972,0,0,0,0,0,0
NW_003574870.1,1,7970,0,0,0,0,0,0
NW_003574871.1,1,7966,0,0,0,0,0,0
NW_003574872.1,1,7965,0,0,0,0,0,0
NW_003574873.1,1,7958,0,0,0,0,0,0
NW_003574874.1,1,7956,0,0,0,0,0,0
NW_003574875.1,1,7955,0,0,0,0,0,0
NW_003574876.1,1,7954,0,0,0,0,0,0
NW_003574877.1,1,7947,0,0,0,0,0,0
NW_003574878.1,1,7941,0,0,0,0,0,0
NW_003574879.1,1,7940,0,0,0,0,0,0
NW_003574880.1,1,7939,0,0,0,0,0,0
NW_003574881.1,1,8039,0,0,0,0,0,0
NW_003574882.1,1,11692,0,0,0,0,0,0
NW_003574883.1,1,7924,0,0,0,0,0,0
NW_003574884.1,1,7920,0,0,0,0,0,0
NW_003574885.1,1,7914,0,0,0,0,0,0
NW_003574886.1,1,7906,0,0,0,0,0,0
NW_003574887.1,1,7902,0,0,0,0,0,0
NW_003574888.1,1,7899,0,0,0,0,0,0
NW_003574889.1,1,7892,0,0,0,0,0,0
NW_003574890.1,1,7889,0,0,0,0,0,0
NW_003574891.1,1,7882,0,0,0,0,0,0
NW_003574892.1,1,7879,0,0,0,0,0,0
NW_003574893.1,1,7869,0,0,0,0,0,0
NW_003574894.1,1,7864,0,0,0,0,0,0
NW_003574895.1,1,7859,0,0,0,0,0,0
NW_003574896.1,1,7856,0,0,0,0,0,0
NW_003574897.1,1,7855,0,0,0,0,0,0
NW_003574899.1,1,7829,0,0,0,0,0,0
NW_003574900.1,1,7825,0,0,0,0,0,0
NW_003574901.1,1,7823,0,0,0,0,0,0
NW_003574902.1,1,7819,0,0,0,0,0,0
NW_003574903.1,1,7819,0,0,0,0,0,0
NW_003574904.1,1,7802,0,0,0,0,0,0
NW_003574905.1,1,7791,0,0,0,0,0,0
NW_003574906.1,1,7789,0,0,0,0,0,0
NW_003574907.1,1,7781,0,0,0,0,0,0
NW_003574908.1,1,7777,0,0,0,0,0,0
NW_003574909.1,1,7775,0,0,0,0,0,0
NW_003574910.1,1,7773,0,0,0,0,0,0
NW_003574911.1,1,7767,0,0,0,0,0,0
NW_003574912.1,1,7765,0,0,0,0,0,0
NW_003574913.1,1,7762,0,0,0,0,0,0
NW_003574914.1,1,7760,0,0,0,0,0,0
NW_003574915.1,1,8833,0,0,0,0,0,0
NW_003574916.1,1,7722,0,0,0,0,0,0
NW_003574917.1,1,7721,0,0,0,0,0,0
NW_003574918.1,1,7719,0,0,0,0,0,0
NW_003574919.1,1,7707,0,0,0,0,0,0
NW_003574920.1,1,7705,0,0,0,0,0,0
NW_003574921.1,1,7685,0,0,0,0,0,0
NW_003574922.1,1,7681,0,0,0,0,0,0
NW_003574923.1,1,7673,0,0,0,0,0,0
NW_003574924.1,1,7670,0,0,0,0,0,0
NW_003574925.1,1,7659,0,0,0,0,0,0
NW_003574926.1,1,7645,0,0,0,0,0,0
NW_003574927.1,1,7642,0,0,0,0,0,0
NW_003574928.1,1,7637,0,0,0,0,0,0
NW_003574929.1,1,7635,0,0,0,0,0,0
NW_003574930.1,1,7633,0,0,0,0,0,0
NW_003574931.1,1,7633,0,0,0,0,0,0
NW_003574932.1,1,7628,0,0,0,0,0,0
NW_003574933.1,1,7626,0,0,0,0,0,0
NW_003574934.1,1,7625,0,0,0,0,0,0
NW_003574935.1,1,7620,0,0,0,0,0,0
NW_003574936.1,1,7607,0,0,0,0,0,0
NW_003574937.1,1,7602,0,0,0,0,0,0
NW_003574938.1,1,7600,0,0,0,0,0,0
NW_003574939.1,1,7592,0,0,0,0,0,0
NW_003574940.1,1,7591,0,0,0,0,0,0
NW_003574941.1,1,7588,0,0,0,0,0,0
NW_003574942.1,1,7587,0,0,0,0,0,0
NW_003574943.1,1,7586,0,0,0,0,0,0
NW_003574944.1,1,7585,0,0,0,0,0,0
NW_003574945.1,1,7582,0,0,0,0,0,0
NW_003574946.1,1,7571,0,0,0,0,0,0
NW_003574947.1,1,7559,0,0,0,0,0,0
NW_003574948.1,1,7557,0,0,0,0,0,0
NW_003574949.1,1,7555,0,0,0,0,0,0
NW_003574950.1,1,7554,0,0,0,0,0,0
NW_003574951.1,1,7553,0,0,0,0,0,0
NW_003574952.1,1,7542,0,0,0,0,0,0
NW_003574953.1,1,7535,0,0,0,0,0,0
NW_003574954.1,1,7534,0,0,0,0,0,0
NW_003574955.1,1,7531,0,0,0,0,0,0
NW_003574956.1,1,7529,0,0,0,0,0,0
NW_003574957.1,1,7520,0,0,0,0,0,0
NW_003574958.1,1,7513,0,0,0,0,0,0
NW_003574959.1,1,7512,0,0,0,0,0,0
NW_003574960.1,1,7506,0,0,0,0,0,0
NW_003574961.1,1,7505,0,0,0,0,0,0
NW_003574962.1,1,7504,0,0,0,0,0,0
NW_003574963.1,1,7497,0,0,0,0,0,0
NW_003574964.1,1,7492,0,0,0,0,0,0
NW_003574965.1,1,7490,0,0,0,0,0,0
NW_003574966.1,1,7489,0,0,0,0,0,0
NW_003574967.1,1,7488,0,0,0,0,0,0
NW_003574969.1,1,7486,0,0,0,0,0,0
NW_003574970.1,1,7484,0,0,0,0,0,0
NW_003574971.1,1,7480,0,0,0,0,0,0
NW_003574972.1,1,7476,0,0,0,0,0,0
