,EUK.BLANK.2,EUK.BLANK.3,EUK.BLANK.4,EUK.BLANK.5,EUK.BLANK.7,EUK.BLANK.8,EUK.ExrNTC.1,EUK.ExrNTC.3,EUK.ExrNTC.4,EUK.ExrNTC.5,EUK.ExrNTC.6,EUK.ExrNTC.7,EUK.ExrNTC.8,EUK.TubNTC.1,EUK.TubNTC.2,EUK.TubNTC.3,EUK.TubNTC.4,EUK.TubNTC.5,EUK.TubNTC.6,EUK.BLANK.1,OTU,assignmentQual,taxID,superkingdom,phylum,class,order,family,genus,species,Sum
ASV_3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3740,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3741,High,926437,Eukaryota,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodiniellum,Gyrodiniellum shiwhaense,0
ASV_3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3742,High,340370,Eukaryota,,Dinophyceae,Syndiniales,Syndiniaceae,Syndinium,Syndinium turbo,0
ASV_3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3743,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3744,Low,1963835,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus,Arboricoccus pini,0
ASV_3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3745,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3746,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3747,Low,2799442,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,Kariphilus,Kariphilus muscorum,0
ASV_3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3748,Low,27328,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,0
ASV_3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3749,Low,88552,Eukaryota,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp.,0
ASV_3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3750,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3751,Low,1936003,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,0
ASV_3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3752,Low,151581,Eukaryota,,,,,,Uncultured marine alveolate Group I DH144-EKD3,0
ASV_3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3753,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3754,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3756,Low,373042,Eukaryota,Haptophyta,,Zygodiscales,Braarudosphaeraceae,Braarudosphaera,Braarudosphaera bigelowii,0
ASV_3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3757,High,407301,Eukaryota,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum,0
ASV_3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3758,High-MH,None,Bacteria,Pseudomonadota,NA,NA,NA,NA,NA,0
ASV_3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3759,Low,301037,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sesiidae,Bembecia,Bembecia ichneumoniformis,0
ASV_3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3760,Low,3030862,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,Aplanochytrium minuta,0
ASV_3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3761,Low,1718438,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira sp. enrichment culture,0
ASV_3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3762,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3763,High,1176697,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Oceanirhabdus,Oceanirhabdus sediminicola,0
ASV_3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3764,Low,2026747,Archaea,Candidatus Heimdallarchaeota,,,,,Candidatus Heimdallarchaeota archaeon,0
ASV_3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3765,High-MH,None,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA,0
ASV_3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3766,Low,2056226,Bacteria,Pseudomonadota,Alphaproteobacteria,Minwuiales,Minwuiaceae,Minwuia,Minwuia thermotolerans,0
ASV_3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3767,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3768,Low,1122280,Eukaryota,,,Rigifilida,,Rigifila,Rigifila ramosa,0
ASV_3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3769,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3770,Low,2528027,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Calycomorphotria,Calycomorphotria hydatis,0
ASV_3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3771,Low,1001139,Eukaryota,Ciliophora,Spirotrichea,Urostylida,Pseudokeronopsidae,Apokeronopsis,Apokeronopsis ovalis,0
ASV_3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3772,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3773,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3774,Low,981320,Eukaryota,Cercozoa,,,,,Cercozoa sp. MARGLISS,0
ASV_3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3775,High-MH,None,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA,0
ASV_3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3776,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3777,Low,2527985,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Symmachiella,Symmachiella macrocystis,0
ASV_3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3778,Low,1742923,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Thermostilla,Thermostilla marina,0
ASV_3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3779,Low,138669,Eukaryota,,Bigyra,Amphitremida,,Diplophrys,Diplophrys sp. ATCC_50360,0
ASV_3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3780,Low,1955561,Eukaryota,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas sp.,0
ASV_3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3781,Low,88552,Eukaryota,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp.,0
ASV_3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3782,Low,1619078,Bacteria,,,,,,candidate division TM6 bacterium GW2011_GWF2_30_66,0
ASV_3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3783,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3784,Low,151742,Eukaryota,,,,,,Uncultured marine alveolate Group I DH147-EKD18,0
ASV_3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3785,Low,2030824,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera sp.,0
ASV_3786,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3786,High-MH,None,Eukaryota,NA,NA,NA,NA,NA,NA,80
ASV_3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3787,Low,2528010,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,0
ASV_3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3788,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3789,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3790,Low,2487929,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella endosymbiont of Amblyomma sculptum,0
ASV_3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3791,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3792,Low,2528010,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,0
ASV_3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3793,Low,2052180,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,,,Phycisphaerales bacterium,0
ASV_3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3794,Low,2487929,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella endosymbiont of Amblyomma sculptum,0
ASV_3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3795,Low,181122,Eukaryota,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,Strombidium sp.,0
ASV_3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3796,Low,46431,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter sp.,0
ASV_3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3797,Low,1331911,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta,Thermogutta hypogea,0
ASV_3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3798,Low,1165209,Bacteria,,,,,,bacterium WH5-6,0
ASV_3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3799,High,323307,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Melicertidae,Melicertum,Melicertum octocostatum,0
ASV_3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3800,Low,88552,Eukaryota,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,Amoebophrya sp.,0
ASV_3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3801,Low,686745,Eukaryota,Cercozoa,,Cercomonadida,Cercomonadidae,Paracercomonas,Paracercomonas compacta,0
ASV_3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3802,Low,1283272,Eukaryota,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohliaceae,Trentepohlia,Trentepohlia sp. fTAl,0
ASV_3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3803,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3804,Low,629754,Eukaryota,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009c,0
ASV_3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3805,Low,331088,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiocomidae,Ophiocoma,Ophiocoma echinata,0
ASV_3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3806,Low,1936003,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,0
ASV_3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3807,Low,117,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula sp.,0
ASV_3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3808,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3809,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3810,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3811,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3812,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3813,Low,2030824,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera sp.,0
ASV_3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3814,Low,2302899,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochloris,Pseudochloris sp. RCC4743,0
ASV_3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3815,Low,151583,Eukaryota,,,,,,Uncultured marine alveolate Group II DH145-EKD20,0
ASV_3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3816,Low,2052180,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,,,Phycisphaerales bacterium,0
ASV_3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3817,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3818,Low,29363,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,0
ASV_3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3819,Low,37635,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp.,0
ASV_3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3820,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3821,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3822,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3823,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3824,Low,1004498,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Candidatus Thiopilula,Candidatus Thiopilula aggregata,0
ASV_3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3825,Low,346247,Eukaryota,Ciliophora,Litostomatea,Pleurostomatida,Litonotidae,Litonotus,Litonotus paracygnus,0
ASV_3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3826,High-MH,None,Bacteria,NA,NA,NA,NA,NA,NA,0
ASV_3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3827,Low,2083247,Eukaryota,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Mariaglaja,Mariaglaja inornata,0
ASV_3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3829,Low,1905295,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella sp.,0
ASV_3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3830,Low,2614255,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,,Melioribacteraceae bacterium,0
ASV_3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3831,Low,1391654,Bacteria,Myxococcota,,Polyangiales,Labilitrichaceae,Labilithrix,Labilithrix luteola,0
ASV_3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3832,Low,2849683,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Spumella,Spumella similis,0
ASV_3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3833,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3834,Low,2018708,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea avium,0
ASV_3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3835,Low,216975,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Parauronematidae,Glauconema,Glauconema trihymene,0
ASV_3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ASV_3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3837,Low,44440,Eukaryota,,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa,0
ASV_3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3838,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3839,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3840,Low,1142394,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis,0
ASV_3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3841,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3842,Low,2026621,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,,Thraustochytriaceae sp.,0
ASV_3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3843,High,35684,Eukaryota,,Dictyochophyceae,Pedinellales,,Pseudopedinella,Pseudopedinella elastica,0
ASV_3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3844,Low,266815,Eukaryota,Euglenozoa,Kinetoplastea,Neobodonida,,Rhynchobodo,Rhynchobodo sp. Hamilton Lake,0
ASV_3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3845,Low,3711,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,0
ASV_3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3846,Low,1906666,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,,,,Thermoplasmata archaeon,0
ASV_3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3847,Low,2938944,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sp. CNS00097,0
ASV_3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3848,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
ASV_3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3849,Low,2744139,Eukaryota,,,,,Tunicaraptor,Tunicaraptor unikontum,0
ASV_3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3850,High-MH,None,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,NA,0
ASV_3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3851,Low,2052180,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,,,Phycisphaerales bacterium,0
ASV_3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3852,Low,2608982,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia benthica,0
ASV_3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3853,High,2795626,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Phycophthorum,Phycophthorum isakeiti,0
ASV_3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3854,Low,651450,Eukaryota,,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp. BSL-2009a,0
ASV_3855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3855,Low,52,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces crocatus,0
ASV_3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3856,Low,980445,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Desulfoglaeba alkanexedens,0
ASV_3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3857,Low,145522,Eukaryota,,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,Nannochloropsis oceanica,0
ASV_3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3858,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3859,High,1074232,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,,Gallionellaceae bacterium R-1,0
ASV_3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3860,Low,216908,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Paralia,Paralia sol,0
ASV_3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3861,Low,1492817,Eukaryota,,,Colponemida,Colponemidia,Colponema,Colponema vietnamica,0
ASV_3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3862,Low,338259,Eukaryota,Gnathostomulida,,Filospermoidea,Haplognathiidae,Haplognathia,Haplognathia simplex,0
ASV_3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3863,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3864,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3865,Low,56,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Sorangium,Sorangium cellulosum,0
ASV_3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3866,High-MH,None,Eukaryota,Chlorophyta,Trebouxiophyceae,Watanabeales,,Jaagichlorella,NA,0
ASV_3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3867,Low,1869227,Bacteria,,,,,,bacterium,0
ASV_3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3868,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_3869,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
