"","LH-MD9-0000","LH-MD9-0250","LH-MD9-0450","LH-MD9-0700","LH-MD9-0900","LH-MD9-1150","NM-MD9-1849","NM-MD9-2050","NM-MD9-2250","NM-MD9-2450","NM-MD9-2650"
"Ornithinimicrobium",16,0,10,15,11,0,0,28,23,23,32
"Ornithorhynchus",0,0,0,0,0,0,0,0,0,14,0
"Oryctolagus",0,0,0,0,0,0,0,0,0,11,0
"Oryza",0,0,0,0,0,0,10,19,49,68,101
"Oryzias",0,0,0,0,0,0,0,11,20,29,15
"Ostrea",0,0,14,0,39,54,55,162,144,142,99
"Ostreococcus",18,0,10,24,0,0,14,0,10,38,0
"Ottowia",11,0,0,0,0,0,0,0,0,0,0
"Pacificitalea",0,0,0,0,0,0,333,0,14,0,0
"Paenibacillus",73,107,110,100,276,311,1301,1010,645,266,856
"Paeniclostridium",0,0,0,0,0,0,0,0,0,20,0
"Paenisporosarcina",0,267,258,0,105,0,15,0,13,0,0
"Paludibacterium",10,0,0,0,0,0,0,0,0,16,0
"Paludibaculum",35,12,0,0,0,0,0,0,0,13,0
"Paludisphaera",31,0,13,0,11,11,10,0,11,18,17
"Panax",0,0,0,0,0,0,0,0,0,10,0
"Pandoraea",35,13,14,15,0,0,0,0,14,25,20
"Pangasianodon",0,0,0,0,0,0,0,0,11,11,0
"Panicum",0,16,10,0,18,27,21,70,92,108,221
"Pannonibacter",21,10,15,10,0,0,386,19,0,31,62
"Panthera",0,0,0,0,0,0,0,0,0,0,10
"Pantherophis",0,0,0,0,0,0,0,13,12,15,0
"Pantoea",18,0,12,17,12,10,0,10,23,31,32
"Papaver",0,0,0,0,0,0,0,0,12,17,0
"Paraburkholderia",103,27,40,35,28,23,19,25,70,73,68
"Paraclostridium",0,0,0,0,0,0,0,0,12,0,0
"Paracoccus",242,109,116,108,61,71,86,103,1499,119,114
"Paraconexibacter",10,15,12,0,15,14,0,0,18,36,30
"Paradevosia",0,0,0,0,0,0,0,16,0,0,0
"Paraglaciecola",0,23,34,23,22,24,55,24,24,28,28
"Paralia",0,0,0,0,0,0,0,13,11,30,0
"Paraphaeosphaeria",0,43,59,14,18,15,0,0,0,0,30
"Pararhizobium",22,10,10,0,0,0,0,0,13,14,0
"Pararhodospirillum",0,0,0,11,0,0,0,0,0,0,0
"Parasedimentitalea",0,0,1026,0,0,0,10,0,17,22,25
"Parasphingopyxis",19,0,40,10,0,0,0,11,10,26,64
"Parasphingorhabdus",0,0,0,18,0,0,10,2807,0,0,0
"Parasteatoda",0,0,0,0,0,0,0,10,10,11,0
"Paraurantiacibacter",0,0,0,0,0,0,11,0,0,0,0
"Paremcibacter",0,11,14,21,0,10,0,0,0,0,0
"Paroceanicella",47,17,11,0,0,12,22,11,24,19,12
"Parvibaculum",36,0,0,0,0,0,0,0,0,18,13
"Parvicella",0,0,0,44,0,0,0,0,0,0,0
"Parvularcula",0,0,0,0,0,0,23,0,0,0,0
"Patella",0,0,0,0,0,0,21,67,84,88,118
"Patiria",0,0,0,0,0,0,0,0,11,0,10
"Pecten",0,0,0,0,0,0,0,0,13,18,0
"Pedobacter",0,0,0,15,0,0,0,10,19,18,22
"Pelagerythrobacter",0,0,0,0,0,0,46,0,25,0,0
"Pelagibacterium",12,27,0,0,0,0,0,13,0,0,0
"Pelagivirus",0,0,0,0,0,0,0,14,26,93,38
"Pelagomonas",0,0,0,0,0,11,18,0,13,37,0
"Pelagovum",12,0,0,0,0,0,0,0,0,0,0
"Pelobacter",0,0,0,0,0,0,0,0,0,15,0
"Pelolinea",0,0,11,0,0,10,0,0,10,0,15
"Pelosinus",0,0,0,10,13,27,18,0,26,21,40
"Penaeus",38,66,54,64,101,103,104,179,246,332,199
"Penicillium",0,11,0,20,0,369,0,0,73,35,1024
"Peptoniphilus",0,0,0,0,0,0,0,0,30,0,0
"Perca",0,0,0,0,0,0,0,0,11,15,14
"Peribacillus",12,45,39,47,44,87,170,229,178,163,432
"Periophthalmus",0,0,0,13,0,0,0,0,12,26,11
"Perognathus",0,0,0,0,0,0,0,0,0,0,12
"Peromyscus",0,0,0,0,0,0,0,0,13,18,18
"Persicimonas",15,0,0,0,0,0,0,0,13,17,0
"Petromyzon",18,27,17,37,23,30,24,10,39,62,42
"Phaedon",0,0,0,0,0,0,0,0,0,10,0
"Phaeobacter",34,22,67,32,19,27,461,100,319,43,40
"Phaeocystis",0,39,31,45,43,96,55,74,162,264,103
"Phalaenopsis",0,0,0,0,0,0,0,0,11,0,0
"Phallusia",0,26,17,14,19,29,0,0,13,0,0
"Phascolarctos",0,0,0,0,0,0,0,0,0,11,15
"Phaseolus",0,0,0,0,0,0,0,0,0,14,0
"Phasianus",0,0,14,52,10,0,0,0,0,13,14
"Phegopteris",0,0,0,0,0,0,0,0,0,0,13
"Phenylobacterium",93,19,24,22,23,10,0,15,98,17,16
"Phoenix",0,0,0,0,0,0,0,0,0,11,12
"Pholis",0,0,0,0,0,0,0,0,18,19,14
"Photobacterium",0,17,45,43,28,24,25,31,35,96,76
"Phototrophicus",49,62,21,40,47,47,0,0,0,0,0
"Phragmites",0,0,0,0,0,0,0,0,0,0,17
"Phreatobacter",121,46,42,15,14,24,23,15,27,64,30
"Phycisphaera",0,0,0,10,0,0,0,0,0,13,12
"Phyllobacterium",24,12,11,11,0,11,13,18,13,19,16
"Phyllostachys",0,0,0,0,0,0,0,0,13,13,21
"Phyllostomus",0,0,0,0,0,0,0,0,0,11,0
"Phyllotreta",0,0,0,0,0,0,0,0,0,0,11
"Physcomitrium",0,0,0,0,0,0,0,0,0,11,0
"Phytohabitans",10,38,66,62,66,22,30,43,0,103,13
"Phytophthora",0,0,0,0,0,0,0,0,0,0,18
"Picea",0,10,0,0,10,24,14,10,40,43,25
"Picochlorum",0,48,42,113,486,454,366,795,1065,1443,265
"Pigmentiphaga",20,0,0,0,0,0,0,0,0,0,0
"Pikeienuella",38,22,21,19,11,0,0,14,16,15,21
"Piliocolobus",0,0,0,0,0,0,0,0,0,12,0
"Pimelobacter",12,0,0,0,0,11,0,0,13,14,15
"Pinus",0,18,15,13,33,0,44,14,68,52,429
"Pipistrellus",0,0,0,0,0,0,0,0,0,15,10
"Pirellula",18,0,19,0,0,12,17,0,11,20,13
"Pirellulimonas",46,22,19,22,24,37,16,27,27,44,49
"Piscicola",0,0,0,12,0,0,0,0,15,24,21
"Piscirickettsia",0,0,0,0,0,0,0,0,0,19,0
"Pistacia",0,0,0,0,0,0,11,10,19,20,0
"Pistricoccus",0,0,0,0,0,0,0,0,15,0,0
"Plagiogrammopsis",0,10,0,0,16,21,15,16,17,57,16
"Planctomyces",61,18,18,0,14,19,0,10,19,40,23
"Planktomarina",29,224,137,354,223,221,217,345,1232,1416,1453
"Planococcus",0,0,0,0,0,0,0,10,0,0,10
"Plantactinospora",0,264,241,298,243,102,163,109,0,320,17
"Plasmodium",0,18,18,25,30,37,26,24,65,90,54
"Plectropomus",0,0,0,0,0,0,0,0,0,11,0
"Pleomorphomonas",59,24,17,0,13,0,0,0,0,32,11
"Pleurosigma",0,18,10,19,21,46,53,46,76,110,43
"Podarcis",0,0,0,0,0,0,0,0,0,0,11
"Podosphaera",0,0,0,0,0,0,0,0,12,0,0
"Poecilia",0,12,0,0,0,11,0,0,0,0,12
"Pogona",0,0,0,0,0,0,0,0,0,11,0
"Polaribacter",41,55,96,139,78,135,366,304,489,639,583
"Polaromonas",20,0,0,0,0,0,0,0,16,16,23
"Polistes",0,0,0,0,0,0,0,15,15,15,13
"Pollachius",0,0,0,0,10,0,0,0,0,0,0
"Pollicipes",0,0,0,10,0,10,0,0,0,16,0
"Polyangium",29,16,0,0,17,18,0,10,0,25,22
"Polycladomyces",0,0,0,0,0,13,11,19,33,147,179
"Polygonum",12,139,66,61,0,51,0,0,62,10,129
"Polymorphospora",0,138,208,131,323,82,113,65,0,215,0
"Polymorphum",64,0,30,10,19,0,32,0,17,0,0
"Polynucleobacter",11,0,13,15,0,17,15,0,19,41,22
"Polystyrenella",20,15,28,10,0,10,0,0,0,13,0
"Pongo",0,0,0,0,0,0,0,0,10,0,0
"Pontibacter",0,0,0,0,0,0,0,0,0,11,0
"Pontibrevibacter",0,0,0,0,0,0,213,27,80,0,11
"Ponticoccus",20,0,0,0,0,0,0,0,14,0,10
"Pontivivens",23,0,10,10,0,0,0,0,0,0,0
"Populus",41,177,787,138,491,728,606,1396,3011,2858,3019
"Porphyrobacter",26,0,10,0,0,0,37,17,25,0,12
"Portunus",0,10,11,10,10,16,23,19,41,55,27
"Potamogeton",0,0,0,0,0,0,0,0,0,14,0
"Potentilla",0,32,28,0,52,142,17,176,63,231,34
"Pradoshia",0,16,16,0,17,17,0,0,0,0,0
"Prasinoderma",0,32,11,15,35,33,0,0,0,0,0
"Prasinovirus",41,210,230,152,246,488,406,518,793,1862,1133
"Prescottella",0,0,10,10,10,0,12,17,26,37,57
"Prevotella",0,0,0,0,0,0,0,0,0,11,11
"Priapulus",81,466,691,4091,301,381,112,109,136,395,153
"Priestia",0,0,0,0,23,38,50,73,20,19,26
"Proboscia",0,17,0,0,0,0,0,0,21,10,0
"Procambarus",15,29,14,31,34,36,22,20,39,66,42
"Profundibacter",0,0,13,11,0,0,0,0,0,0,0
"Propionibacterium",0,0,0,0,0,0,0,269,30,0,10
"Propioniciclava",0,0,0,0,0,0,0,14,0,0,0
"Proschkinia",0,0,0,0,0,0,0,0,0,10,0
"Prosopis",0,0,0,0,0,0,0,0,0,14,0
"Protaetiibacter",0,0,0,0,0,0,0,35,0,0,0
"Protobothrops",0,0,0,0,0,0,0,0,13,0,13
"Protoceratium",0,0,0,21,0,0,0,0,0,0,0
"Protopterus",0,16,0,11,12,14,11,38,49,80,48
"Prunus",0,38,39,21,67,69,59,144,233,195,193
"Prymnesiovirus",0,0,0,0,0,12,0,0,0,18,0
"Psammodictyon",0,0,0,0,24,26,13,15,39,53,20
"Pseudarthrobacter",0,12,14,16,10,0,0,82,48,17,16
"Pseudictyota",0,0,0,0,0,0,0,0,12,39,16
"Pseudo-nitzschia",0,31,11,16,28,43,60,77,215,216,184
"Pseudoalteromonas",12,65,66,28,40,39,33,18,65,46,47
"Pseudochaenichthys",0,0,0,0,0,0,0,0,0,0,10
"Pseudochrobactrum",0,0,0,0,0,0,0,12,0,0,0
"Pseudoclavibacter",0,0,0,0,0,27,0,10,0,0,0
"Pseudodesulfovibrio",20,13,13,15,21,15,0,0,13,45,20
"Pseudoduganella",23,0,0,0,0,0,0,0,0,0,0
"Pseudogymnoascus",0,18,35,0,0,0,54,847,3109,12,1475
"Pseudohalocynthiibacter",0,0,23,0,0,0,61,0,19571,0,0
"Pseudohongiella",0,0,15,43,73,0,0,0,74,0,0
"Pseudolabrys",57,27,19,20,24,24,12,21,21,43,32
"Pseudomonas",356,150,257,175,128,155,103,549,447,263,262
"Pseudonocardia",28,55,53,44,53,46,22,487,2857,78,8672
"Pseudooceanicola",28,13,24,0,12,13,0,0,79,12,14
"Pseudopedinella",0,114,81,25,50,78,23,71,84,60,69
"Pseudopodoces",0,0,0,0,0,0,0,0,0,11,0
"Pseudopuniceibacterium",10,0,0,0,0,0,0,0,11,0,0
"Pseudorhizobium",0,0,12,0,0,0,0,0,41,0,0
"Pseudorhodobacter",0,0,0,0,0,0,0,0,20,0,0
"Pseudorhodoplanes",12,0,0,11,0,0,0,0,0,32,14
"Pseudosulfitobacter",22,20,40,24,16,13,435,212,1442,29,29
"Pseudoxanthomonas",35,0,0,0,0,12,0,0,30,20,0
"Psychrobacillus",0,0,0,0,0,0,0,13,0,0,0
"Psychrobacter",0,27,0,11,0,0,14,0,69,11,0
"Psychroflexus",0,0,0,0,0,12,0,0,0,0,11
"Psychromonas",0,0,10,0,0,10,0,0,0,13,0
"Psylliodes",0,15,14,18,19,38,32,41,66,88,55
"Pteridium",0,11,0,0,29,0,14,29,12,79,10
"Pukyongiella",30,13,17,12,0,12,11,0,79,0,0
"Pungitius",0,0,0,0,0,0,0,0,0,0,14
"Pusillimonas",0,0,0,0,0,0,0,0,0,10,0
"Pycnococcus",437,3715,2241,3049,3975,5427,1878,3324,1398,3400,1525
"Pygocentrus",0,0,0,0,0,0,0,0,0,12,0
"Pyrus",0,16,0,0,18,37,28,61,88,65,69
"Pyruvatibacter",45,13,0,28,0,13,0,0,0,26,0
"Pyxidicoccus",14,0,0,0,0,0,0,0,0,0,0
"Qingshengfaniella",0,0,0,0,0,0,0,0,52,0,0
"Qipengyuania",52,23,23,49,11,23,13003,97,1005,36,39
"Quercus",15,77,92,214,219,292,491,493,640,643,430
"Radiobacillus",0,0,0,0,0,0,19,27,11,0,22
"Rahnella",0,0,0,0,0,0,0,0,0,10,0
"Ralstonia",45,32,134,12,10,10,22,10,28,94,32
"Ramlibacter",28,0,0,0,0,0,0,0,0,14,0
"Rana",0,0,0,0,0,0,11,0,17,27,12
"Rathayibacter",0,0,0,0,0,0,0,41,11,10,11
"Rattus",0,12,0,16,0,20,18,13,31,38,22
"Reinekea",0,0,14,11,0,162,0,0,26,43,35
"Rhagoletis",0,0,0,0,0,0,0,0,0,16,0
"Rheinheimera",0,0,0,0,0,0,0,0,0,0,12
"Rhinatrema",0,0,0,0,0,0,0,0,0,11,0
"Rhinocladiella",0,0,0,0,0,0,0,11,0,10,0
"Rhinolophus",0,0,0,0,0,0,0,0,0,11,0
"Rhinopithecus",0,0,0,0,0,0,0,0,12,0,0
"Rhipicephalus",0,0,0,0,0,11,0,0,17,22,10
"Rhizobacter",21,14,0,0,0,0,0,0,0,11,0
"Rhizobium",234,104,142,102,58,79,89,92,275,172,115
"Rhizophagus",0,0,0,0,0,0,0,11,15,10,11
"Rhizorhabdus",45,18,0,17,0,0,0,0,0,0,0
"Rhizosolenia",0,30,33,239,53,54,87,161,498,344,204
"Rhodanobacter",22,14,0,10,0,12,0,0,10,17,13
"Rhodobacter",52,17,21,0,13,14,0,0,17,19,17
"Rhodoblastus",21,16,13,0,0,0,0,0,0,0,0
"Rhodocaloribacter",33,0,10,0,0,0,0,0,12,10,15
"Rhodococcus",68,365,268,206,262,237,502,2161,1804,558,938
"Rhodoferax",33,17,20,11,12,18,0,12,15,24,30
"Rhodomicrobium",23,0,18,16,18,26,13,29,28,67,0
"Rhodophyticola",0,0,0,0,0,0,11,0,22,0,0
"Rhodopirellula",29,0,0,17,0,0,0,0,12,10,0
"Rhodoplanes",62,21,23,15,10,11,13,10,0,24,38
"Rhodopseudomonas",88,47,31,23,15,29,27,29,25,30,41
"Rhodospirillum",166,73,50,28,17,15,0,0,12,19,0
"Rhodothermus",11,0,0,0,0,0,0,0,0,0,0
"Rhodovastum",69,27,17,20,0,0,0,0,0,0,0
"Rhodovulum",35,12,30,12,11,19,12,0,31,28,17
"Rosa",0,95,0,15,27,18,31,362,720,63,174
"Roseibacterium",0,0,0,0,0,0,0,0,10,0,0
"Roseibium",0,11,21,0,0,0,28,329,13,11,12
"Roseicitreum",0,0,0,13,0,0,12,0,12,0,0
"Roseimaritima",63,20,34,39,29,61,14,18,23,55,36
"Roseitalea",31,13,16,0,0,10,0,0,11,14,0
"Roseivivax",25,10,12,0,0,0,51,21,34,14,0
"Roseobacter",11,18,24,13,0,16,0,0,39,28,21
"Roseococcus",23,13,0,0,0,0,0,0,0,0,0
"Roseomonas",187,57,37,34,16,28,12,10,25,36,26
"Roseovarius",83,35,48,23,26,25,850,195,215,46,45
"Rosistilla",50,25,38,24,19,35,0,15,16,30,32
"Rossellomorea",0,0,0,0,12,0,0,0,0,0,0
"Rothia",0,0,0,10,0,0,0,91,60,0,23
"Roundia",0,0,0,0,0,0,0,0,0,16,0
"Ruania",10,0,0,0,0,0,0,0,10,0,13
"Rubinisphaera",10,0,0,0,0,11,0,0,0,11,0
"Rubripirellula",36,11,20,29,19,15,0,0,0,0,10
"Rubrivivax",17,0,0,0,0,0,0,0,0,15,0
"Rubrobacter",23,30,31,20,12,19,0,0,0,30,21
"Ruegeria",54,20,39,26,20,18,70,19,136,30,29
"Ruppia",0,0,0,0,0,10,0,13,30,38,34
"Sabulilitoribacter",0,0,15,0,0,0,0,0,0,27,16
"Saccharomonospora",0,17,0,0,0,0,0,0,10,18,0
"Saccharopolyspora",26,256,251,335,186,229,53,39,93,93,81
"Saccharothrix",13,14,19,22,16,16,16,20,25,27,73
"Saccoglossus",0,0,0,0,0,12,33,82,56,22,12
"Sacculina",0,0,0,0,0,0,0,0,0,10,11
"Sagittula",38,10,0,0,0,0,14,18,37,0,11
"Salaquimonas",12,10,13,0,10,0,0,10,0,11,0
"Salarias",0,12,12,20,13,15,0,0,12,12,13
"Salegentibacter",0,0,0,0,11,0,27,0,1093,0,1922
"Salinibacter",17,0,0,0,0,0,0,0,0,0,0
"Salinibacterium",0,0,11,0,0,0,0,31,11,0,0
"Salinicola",13,0,0,0,0,0,0,0,0,0,0
"Salinisphaera",11,0,0,0,0,0,0,0,35,0,0
"Salinispora",0,60,96,0,153,37,80,36,0,0,0
"Salipiger",68,23,40,13,0,15,47,100,136,40,27
"Salix",0,0,0,0,11,0,11,21,35,35,34
"Salmo",0,25,11,23,25,26,27,19,33,55,46
"Salvelinus",11,12,0,21,84,23,15,21,28,35,26
"Salvia",86,309,326,169,657,640,585,913,1683,1939,1918
"Sandaracinobacter",18,0,0,0,0,0,0,0,0,0,0
"Sandaracinus",59,100,58,101,60,42,0,12,19,70,39
"Sarcophilus",0,0,0,0,0,0,0,0,11,14,0
"Sarocladium",0,0,0,0,0,0,0,10,19,0,0
"Schaalia",0,0,0,0,0,0,0,0,0,13,12
"Schistocerca",0,11,0,0,0,0,0,0,10,31,17
"Schizostauron",0,0,0,0,0,0,0,0,0,10,10
"Schlegelella",19,0,0,0,0,0,0,0,16,0,0
"Sciurus",0,0,0,0,0,0,0,0,10,0,0
"Scophthalmus",0,0,0,0,0,13,0,0,12,11,15
"Scyliorhinus",0,0,0,0,0,0,0,0,17,17,0
"Sebastes",0,0,0,0,0,0,0,0,16,14,11
"Sedimentibacter",0,0,0,0,0,0,0,0,0,0,10
"Sedimenticola",0,18,0,14,0,0,0,0,0,14,0
"Sedimentisphaera",0,0,0,0,0,0,0,0,0,16,0
"Sediminicoccus",21,0,0,0,0,0,0,0,0,0,0
"Segniliparus",0,0,0,0,0,0,0,0,0,0,13
"Seminavis",0,0,0,0,0,0,0,0,12,19,0
"Seonamhaeicola",0,0,0,0,0,0,0,10,11,23,16
"Serinicoccus",0,0,0,0,0,0,0,11,13,14,11
"Seriola",0,11,0,0,0,0,0,0,0,16,0
"Serratia",17,12,0,0,14,20,11,11,20,24,47
"Sesia",0,0,0,0,0,0,0,0,0,15,0
"Setaria",0,0,0,0,0,0,0,13,16,16,26
"Shewanella",46,36,910,102,49,56,45,68,93,133,107
"Shinella",82,25,32,26,15,22,14,36,49,48,31
"Siansivirga",0,0,0,0,0,0,0,0,0,11,0
"Sicus",0,0,0,0,0,0,0,0,0,12,0
"Silene",0,0,0,0,0,0,14,0,0,0,0
"Silicimonas",13,0,0,0,0,0,0,0,0,10,0
"Silurus",0,0,0,0,0,0,0,0,0,0,11
"Singulisphaera",13,0,0,0,10,13,0,0,0,10,14
"Sinocyclocheilus",0,0,0,0,0,0,0,0,13,29,12
"Sinomonas",0,0,0,0,0,0,0,19,0,0,0
"Sinorhizobium",91,27,34,45,13,31,22,29,48,54,33
"Skeletonema",0,22,29,24,40,51,75,168,200,376,379
"Skermanella",301,83,58,34,20,16,10,14,18,25,39
"Skermania",0,0,0,0,0,0,0,11,15,23,46
"Sneathiella",13,0,431,136,0,0,0,0,0,0,0
"Solanum",0,0,0,0,0,12,10,0,23,28,23
"Solea",0,0,0,0,0,0,0,0,10,21,17
"Solimonas",20,0,0,0,0,0,0,0,0,10,0
"Sorangium",84,22,27,37,17,33,12,22,35,66,47
"Sorex",0,0,0,0,0,0,0,0,10,17,15
"Sorghum",0,13,0,0,0,18,16,40,50,58,126
"Spermatozopsis",0,0,0,0,0,0,0,0,0,0,13
"Sphaeramia",0,0,0,10,0,0,10,10,20,27,16
"Sphaerobacter",14,0,0,0,0,10,0,0,0,11,0
"Sphaerodactylus",0,0,0,0,0,0,0,0,0,0,11
"Sphaerospermopsis",0,0,0,0,0,0,0,0,0,0,65
"Sphaerotilus",23,10,0,0,0,0,0,0,0,12,10
"Sphecodes",0,0,0,16,0,0,0,0,0,0,0
"Sphingobacterium",0,31,27,66,35,41,61,79,187,231,186
"Sphingobium",102,53,43,39,26,32,26,52,65,75,62
"Sphingomicrobium",11,0,0,11,0,0,0,0,0,0,10
"Sphingomonas",454,156,146,147,90,96,81,90,110,173,133
"Sphingopyxis",83,35,52,68,33,24,164,50,401,53,27
"Sphingorhabdus",22,21,29,123,31,16,273,422,11,25,26
"Sphingosinicella",42,13,0,12,0,0,0,10,0,14,10
"Sphingosinithalassobacter",18,0,0,0,0,0,63,0,11,0,0
"Spiribacter",47,17,13,12,0,0,0,0,54,19,19
"Spirosoma",10,0,0,10,0,0,0,0,0,12,0
"Spongiibacter",0,0,11,15,0,0,32,0,18,10,17
"Sporobolus",0,0,0,0,0,0,0,0,19,25,20
"Sporosarcina",0,0,0,0,0,10,18,24,12,16,17
"Squalus",0,0,0,0,12,0,0,0,0,0,0
"Stackebrandtia",0,0,0,0,0,0,0,0,12,0,0
"Staphylococcus",11,13,13,23,49,23,38,184,957,46,92
"Stappia",106,69,588,33,20,20,3398,6477,488,7289,460
"Starkeya",70,19,25,15,18,10,0,10,17,32,20
"Stegodyphus",0,0,0,0,0,0,0,0,0,11,0
"Stella",565,153,125,89,45,52,20,22,34,60,49
"Stenotrophomonas",21,13,0,17,0,0,0,0,14,14,16
"Sterolibacterium",11,0,0,0,0,0,0,0,0,0,0
"Steromphala",0,14,0,11,17,46,27,61,116,89,70
"Sthenelais",0,12,0,12,22,31,38,29,45,83,72
"Stieleria",112,27,30,40,38,53,14,18,42,47,48
"Stipa",0,0,0,0,0,0,0,11,0,21,31
"Streptacidiphilus",11,0,22,10,17,12,0,13,18,19,27
"Streptococcus",0,0,0,0,0,0,0,14,20,16,20
"Streptomonospora",0,0,0,0,0,0,0,88,67,0,54
"Streptomyces",389,797,625,553,755,760,465,656,3717,1158,1670
"Streptosporangium",57,303,299,167,348,315,97,143,119,266,460
"Strongylocentrotus",0,13,11,0,22,19,12,23,37,65,50
"Stuckenia",10,27,11,36,40,96,50,550,141,322,406
"Sturnus",0,0,0,0,0,0,0,0,0,11,0
"Stutzerimonas",11,0,13,112,0,0,0,24373,63,115,52
"Stylophora",0,0,0,0,0,0,0,0,0,14,0
"Sulfidibacter",25,0,0,0,0,0,0,0,0,0,13
"Sulfitobacter",120,293,782,466,374,301,209372,11392,36059,351,805
"Sulfuricaulis",12,0,0,0,0,0,10,0,14,22,0
"Sulfuriferula",16,0,0,0,0,0,0,0,0,20,0
"Sulfuriflexus",23,79,18,65,147,36,133,15,0,33,11
"Sulfurifustis",26,0,0,0,0,0,0,0,12,10,11
"Sulfurimonas",43,132,15,17,23,37,10,0,0,71,0
"Sulfuritalea",19,0,0,0,0,0,0,0,0,0,0
"Sulfuritortus",0,0,0,11,0,0,0,0,14,0,0
"Sulfurivermis",13,16,0,25,0,0,0,0,58,24,0
"Sulfurovum",0,0,44,15,244,0,0,0,10,34,28
"Sus",0,0,0,0,0,0,0,24,26,29,21
"Sutcliffiella",0,0,0,0,0,0,0,10,0,0,0
"Symmachiella",143,137,149,68,81,71,24,21,23,37,38
"Synechococcus",115,2710,1433,2041,1864,2929,2488,3429,8601,13815,10538
"Syntrophotalea",12,0,0,11,14,16,0,0,13,27,34
"Syntrophus",0,0,0,0,0,0,0,0,45,0,0
"Tachyglossus",0,0,0,0,0,0,0,0,0,12,0
"Tachysurus",0,0,0,0,0,0,10,0,16,17,13
"Taeniopygia",0,0,0,0,0,0,0,0,0,12,0
"Takifugu",0,0,0,0,0,14,0,0,0,15,13
"Talaromyces",0,0,16,0,0,0,0,0,0,0,0
"Tamlana",0,0,0,0,0,0,0,0,10,12,12
"Tardibacter",15,0,0,0,0,0,0,0,0,0,0
"Tardiphaga",15,0,0,0,0,0,0,0,0,12,0
"Tateyamaria",0,0,0,0,0,0,0,0,0,0,11
"Taurulus",0,0,0,14,0,0,10,0,12,16,13
"Tautonia",47,0,19,0,11,14,0,10,20,32,32
"Teleaulax",18,145,89,71,116,88,100,172,200,330,189
"Teleopsis",0,0,0,0,0,0,0,0,0,12,0
"Telmatherina",0,12,12,21,16,18,0,0,13,19,17
"Tenacibaculum",0,0,15,18,13,19,23,15,39,74,48
"Tepidibacter",0,13,13,13,14,0,0,0,0,16,0
"Tepidiforma",20,0,0,0,0,0,0,0,0,0,10
"Teredinibacter",0,0,23,0,0,82,0,0,0,16,0
"Terrabacter",0,0,0,0,0,0,0,10,0,0,0
"Terriglobus",0,0,0,0,0,0,0,0,0,11,0
"Terrihabitans",12,0,0,0,0,0,0,0,0,12,0
"Tessaracoccus",11,0,0,0,0,0,0,24,23,16,16
"Thalassionema",0,0,0,0,11,12,16,0,48,72,52
"Thalassiosira",17,78,48,28,78,119,142,251,458,944,490
"Thalassobius",0,0,23,0,12,0,0,0,11,13,13
"Thalassolituus",0,0,17,0,0,215,152,0,0,11,0
"Thalassospira",28,11,13,17,0,0,0,0,22,14,0
"Thalassotalea",0,0,0,0,0,0,13,0,21,13,17
"Thamnophis",0,0,0,0,15,0,12,15,22,34,17
"Thauera",63,13,17,15,10,0,0,12,23,24,12
"Theobroma",0,0,0,0,0,0,28,53,137,74,47
"Thermaerobacter",26,0,10,0,0,0,0,0,0,0,16
"Thermoactinomyces",17,50,43,29,13,60,37,40,12,0,21
"Thermobacillus",0,0,0,0,0,0,0,0,0,0,17
"Thermobifida",10,0,0,0,0,0,0,35,50,0,50
"Thermobispora",26,257,109,45,23,135,0,0,0,0,13
"Thermogutta",0,0,0,0,0,12,0,0,12,0,12
"Thermomonas",21,0,0,0,0,0,0,0,14,0,0
"Thermomonospora",15,104,39,41,62,92,22,24,20,60,34
"Thermus",16,0,0,0,0,0,0,0,0,0,0
"Thioalkalivibrio",38,18,16,24,14,19,0,0,75,49,34
"Thiobacillus",13,0,0,0,0,0,0,0,30,11,0
"Thiocapsa",39,18,10,10,0,12,0,11,34,36,16
"Thioclava",14,0,12,0,0,0,10,0,14,13,0
"Thiocystis",14,0,0,16,0,0,0,0,20,15,0
"Thiodictyon",18,0,0,11,0,10,0,0,13,19,14
"Thioflavicoccus",0,0,0,0,0,0,0,0,0,24,15
"Thiohalobacter",16,325,0,0,0,0,0,0,36,16,0
"Thiohalocapsa",32,12,16,17,26,25,12,16,39,47,35
"Thiolapillus",0,0,0,0,0,0,0,0,10,0,0
"Thiomicrorhabdus",12,0,0,17,0,0,30,0,33,44,0
"Thiomicrospira",0,0,0,0,0,0,30,0,50,71,0
"Thiospirochaeta",0,0,20,18,0,0,0,0,0,0,0
"Thiothrix",18,0,10,21,11,13,10,0,10,30,17
"Thrips",0,16,0,20,16,12,11,0,19,18,18
"Thunnus",0,0,0,0,0,0,0,15,0,0,12
"Tichowtungia",0,0,0,0,0,0,0,0,0,15,11
"Tilia",0,0,0,0,0,13,23,52,109,76,38
"Timema",0,0,11,10,16,43,14,31,41,57,23
"Tistrella",0,0,22,0,0,0,0,0,0,17,0
"Tomitella",0,0,0,0,0,11,0,12,22,14,25
"Trachurus",0,28,14,0,17,23,0,13,16,24,15
"Trematomus",0,0,0,0,0,0,0,0,0,10,0
"Treponema",0,0,0,0,0,0,0,0,0,15,0
"Trichoderma",0,0,0,0,13,49,0,13,11,0,50
"Trichosurus",0,0,0,0,0,0,0,0,0,26,0
"Tridacna",0,0,0,0,0,0,0,0,14,14,10
"Trifolium",15,11,11,0,27,14,14,16,30,32,49
