"","EUK.BLANK.2","EUK.BLANK.3","EUK.BLANK.4","EUK.BLANK.5","EUK.BLANK.7","EUK.BLANK.8","EUK.ExrNTC.1","EUK.ExrNTC.3","EUK.ExrNTC.4","EUK.ExrNTC.5","EUK.ExrNTC.6","EUK.ExrNTC.7","EUK.ExrNTC.8","EUK.ExrPTC.1","EUK.ExrPTC.2","EUK.ExrPTC.3","EUK.ExrPTC.4","EUK.ExrPTC.5","EUK.ExrPTC.6","EUK.ExrPTC.7","EUK.ExrPTC.8","EUK.LH.MD9.0000.1","EUK.LH.MD9.0000.2","EUK.LH.MD9.0000.3","EUK.LH.MD9.0000.4","EUK.LH.MD9.0000.5","EUK.LH.MD9.0000.6","EUK.LH.MD9.0000.7","EUK.LH.MD9.0000.8","EUK.LH.MD9.0250.1","EUK.LH.MD9.0250.2","EUK.LH.MD9.0250.3","EUK.LH.MD9.0250.4","EUK.LH.MD9.0250.5","EUK.LH.MD9.0250.6","EUK.LH.MD9.0250.7","EUK.LH.MD9.0250.8","EUK.LH.MD9.0450.1","EUK.LH.MD9.0450.2","EUK.LH.MD9.0450.3","EUK.LH.MD9.0450.4","EUK.LH.MD9.0450.5","EUK.LH.MD9.0450.6","EUK.LH.MD9.0450.7","EUK.LH.MD9.0450.8","EUK.LH.MD9.0700.1","EUK.LH.MD9.0700.2","EUK.LH.MD9.0700.3","EUK.LH.MD9.0700.4","EUK.LH.MD9.0700.5","EUK.LH.MD9.0700.6","EUK.LH.MD9.0700.7","EUK.LH.MD9.0700.8","EUK.LH.MD9.0900.1","EUK.LH.MD9.0900.2","EUK.LH.MD9.0900.3","EUK.LH.MD9.0900.4","EUK.LH.MD9.0900.5","EUK.LH.MD9.0900.6","EUK.LH.MD9.0900.7","EUK.LH.MD9.0900.8","EUK.LH.MD9.1150.1","EUK.LH.MD9.1150.2","EUK.LH.MD9.1150.3","EUK.LH.MD9.1150.4","EUK.LH.MD9.1150.5","EUK.LH.MD9.1150.6","EUK.LH.MD9.1150.7","EUK.LH.MD9.1150.8","EUK.NM.MD9.1849.1","EUK.NM.MD9.1849.2","EUK.NM.MD9.1849.3","EUK.NM.MD9.1849.4","EUK.NM.MD9.1849.5","EUK.NM.MD9.1849.6","EUK.NM.MD9.1849.7","EUK.NM.MD9.1849.8","EUK.NM.MD9.2050.1","EUK.NM.MD9.2050.2","EUK.NM.MD9.2050.3","EUK.NM.MD9.2050.4","EUK.NM.MD9.2050.5","EUK.NM.MD9.2050.6","EUK.NM.MD9.2050.7","EUK.NM.MD9.2050.8","EUK.NM.MD9.2250.1","EUK.NM.MD9.2250.2","EUK.NM.MD9.2250.3","EUK.NM.MD9.2250.4","EUK.NM.MD9.2250.5","EUK.NM.MD9.2250.6","EUK.NM.MD9.2250.7","EUK.NM.MD9.2250.8","EUK.NM.MD9.2450.1","EUK.NM.MD9.2450.2","EUK.NM.MD9.2450.3","EUK.NM.MD9.2450.4","EUK.NM.MD9.2450.5","EUK.NM.MD9.2450.6","EUK.NM.MD9.2450.7","EUK.NM.MD9.2450.8","EUK.NM.MD9.2650.1","EUK.NM.MD9.2650.2","EUK.NM.MD9.2650.3","EUK.NM.MD9.2650.4","EUK.NM.MD9.2650.5","EUK.NM.MD9.2650.6","EUK.NM.MD9.2650.7","EUK.NM.MD9.2650.8","EUK.TubNTC.1","EUK.TubNTC.2","EUK.TubNTC.3","EUK.TubNTC.4","EUK.TubNTC.5","EUK.TubNTC.6","EUK.BLANK.1","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_4632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,1,0,1,2,1,6,3,0,2,0,0,0,0,0,0,0,0,0,5,0,0,10,0,1,0,0,0,0,0,0,0,0,"ASV_4632","High-MH","None","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae",NA,NA
"ASV_4633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4633","High","1399339","Eukaryota","Cnidaria","Anthozoa","Scleralcyonacea","Virgulariidae","Virgularia","Virgularia mirabilis"
"ASV_4634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4634","Low","2052180","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","","","Phycisphaerales bacterium"
"ASV_4635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4635","Low","2202153","Bacteria","Thermodesulfobacteriota","","","","","Thermodesulfobacteriota bacteirum"
"ASV_4636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4636","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4637","Low","90248","Eukaryota","Zoopagomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","Basidiobolus haptosporus"
"ASV_4638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4638","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4639","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,"ASV_4640","High","230415","Eukaryota","Cercozoa","Imbricatea","Marimonadida","","Pseudopirsonia","Pseudopirsonia mucosa"
"ASV_4641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4641","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,4,1,0,0,2,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4642","Low","1680827","Archaea","Candidatus Thermoplasmatota","Candidatus Poseidoniia","Candidatus Poseidoniales","Candidatus Thalassarchaeaceae","Candidatus Thalassoarchaea","Candidatus Thalassoarchaea mediterranii"
"ASV_4643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4644","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,11,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4646","Low","2026773","Archaea","","","","","","Candidatus Pacearchaeota archaeon"
"ASV_4647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,8,1,0,0,0,0,0,2,1,0,29,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4648",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4648","High","399292","Eukaryota","Mollusca","Bivalvia","Lucinida","Thyasiridae","Parathyasira","Parathyasira equalis"
"ASV_4649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4649","Low","137466","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Eolimna","Eolimna minima"
"ASV_4650",0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,2,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4651",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4651","Low","284967","Eukaryota","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastix","Crustomastix sp. MBIC10709"
"ASV_4652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,1,0,20,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4652","Low","2838237","Bacteria","Spirochaetota","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira sp. severe_002"
"ASV_4653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4653","Low","671143","Bacteria","candidate division NC10","","","","Candidatus Methylomirabilis","Candidatus Methylomirabilis oxyfera"
"ASV_4654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4654","Low","2211659","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","","Glomeraceae sp. 11 RS-2018"
"ASV_4655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4655","Low","2015511","Eukaryota","Euglenozoa","","Diplonemea","","","Diplonemida sp."
"ASV_4656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4656","Low","2528004","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Novipirellula","Novipirellula galeiformis"
"ASV_4657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"ASV_4657","Low","1869227","Bacteria","","","","","","bacterium"
"ASV_4658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,"ASV_4660","Low","1619078","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWF2_30_66"
"ASV_4661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4661","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,7,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4662","Low","2052181","Bacteria","Planctomycetota","Planctomycetia","","","","Planctomycetia bacterium"
"ASV_4663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4663","Low","2052180","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","","","Phycisphaerales bacterium"
"ASV_4664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_4666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,3,0,0,0,6,0,1,0,0,0,1,8,0,0,0,7,0,0,0,0,0,0,3,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4666","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4667","Low","1205910","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis alba"
"ASV_4668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4668","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_4669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4669","Low","1619078","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWF2_30_66"
"ASV_4670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4670","Low","59560","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"ASV_4671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_4671","Low","595452","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula sp. SM49"
"ASV_4672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
